routes/(app)/+error.svelte,ok
routes/(app)/+layout.svelte,houdinified
routes/(app)/+page.svelte,houdinified
routes/(app)/[uid=uid]/+layout.svelte,houdinified
routes/(app)/[uid=uid]/+page.svelte,houdinified
routes/(app)/[uid=uid]/edit/+page.svelte,ok
routes/(app)/[uid=uid]/Header.svelte,houdinified
routes/(app)/announcements/+page.svelte,nope
routes/(app)/announcements/[id]/edit/+page.svelte,houdinified
routes/(app)/announcements/create/+page.svelte,ok
routes/(app)/backrooms/+page.svelte,nope
routes/(app)/backrooms/services/+page.svelte,ok
routes/(app)/bar-weeks/+page.svelte,nope
routes/(app)/birthdays/+page.svelte,ok
routes/(app)/bookings/+page.svelte,houdinified
routes/(app)/bookings/[code]/+page.svelte,houdinified
routes/(app)/bookings/[code]/ModalPay.svelte,ok
routes/(app)/changelog/+page.svelte,houdinified
routes/(app)/claim-code/+page.svelte,ok
routes/(app)/claim-code/[code]/+page.svelte,ok
routes/(app)/credits/+page.svelte,ok
routes/(app)/documents/+layout.svelte,ok
routes/(app)/documents/+page.svelte,houdinified
routes/(app)/documents/[major]/+page.svelte,ok
routes/(app)/documents/[major]/[yearTier=display_year_tier]/+page.svelte,ok
routes/(app)/documents/[major]/[yearTier=display_year_tier]/[subject]/+page.svelte,nope
routes/(app)/documents/[major]/[yearTier=display_year_tier]/[subject]/[document]/+page.svelte,nope
routes/(app)/documents/[major]/[yearTier=display_year_tier]/[subject]/[document]/edit/+page.svelte,ok
routes/(app)/documents/[major]/[yearTier=display_year_tier]/[subject]/create/+page.svelte,nope
routes/(app)/documents/[major]/WIPMigrationNotice.svelte,ok
routes/(app)/documents/create/+page@(app).svelte,ok
routes/(app)/events/[[week=date]]/+page.svelte,houdinified
routes/(app)/events/[id]/+page.svelte,houdinified
routes/(app)/events/[id]/bookings/+page.svelte,houdinified
routes/(app)/events/[id]/edit/+layout.svelte,houdinified
routes/(app)/events/[id]/edit/+page.svelte,ok
routes/(app)/events/[id]/edit/banned/+page.svelte,houdinified
routes/(app)/events/[id]/edit/contact/+page.svelte,houdinified
routes/(app)/events/[id]/edit/description/+page.svelte,houdinified
routes/(app)/events/[id]/edit/image/+page.svelte,houdinified
routes/(app)/events/[id]/edit/links/+page.svelte,houdinified
routes/(app)/events/[id]/edit/managers/+page.svelte,houdinified
routes/(app)/events/[id]/edit/ModalDelete.svelte,ok
routes/(app)/events/[id]/edit/recurrence/+page.svelte,houdinified
routes/(app)/events/[id]/edit/tickets/+page.svelte,houdinified
routes/(app)/events/[id]/edit/tickets/[ticket]/+page.svelte,houdinified
routes/(app)/events/[id]/edit/tickets/[ticket]/links/+page.svelte,houdinified
routes/(app)/events/[id]/edit/tickets/[ticket]/ModalDelete.svelte,ok
routes/(app)/events/[id]/edit/tickets/[ticket]/payment/+page.svelte,houdinified
routes/(app)/events/[id]/edit/tickets/[ticket]/SubmenuItemBooleanConstraint.svelte,houdinified
routes/(app)/events/[id]/edit/tickets/PickBeneficiary.svelte,houdinified
routes/(app)/events/[id]/edit/visibility/+page.svelte,houdinified
routes/(app)/events/[id]/ModalBookTicket.svelte,houdinified
routes/(app)/events/[id]/scan/+page.svelte,houdinified
routes/(app)/events/[id]/scan/ScanResult.svelte,ok
routes/(app)/groups/[uid]/[...page]/+page.svelte,houdinified
routes/(app)/groups/[uid]/edit/+layout.svelte,ok
routes/(app)/groups/[uid]/edit/+page.svelte,houdinified
routes/(app)/groups/[uid]/edit/bank-accounts/+page.svelte,nope
routes/(app)/groups/[uid]/edit/members/+page.svelte,nope
routes/(app)/groups/[uid]/edit/members/bulk/+page@(app).svelte,nope
routes/(app)/groups/[uid]/edit/pages/+page.svelte,houdinified
routes/(app)/groups/[uid]/edit/pages/[...page]/+page.svelte,houdinified
routes/(app)/groups/[uid]/members/+page.svelte,ok
routes/(app)/help/+page.svelte,ok
routes/(app)/login/+page.svelte,ok
routes/(app)/login/forgotten/+page.svelte,nope
routes/(app)/login/reset/[token]/+page.svelte,nope
routes/(app)/logs/+page.svelte,houdinified
routes/(app)/notifications/+page.svelte,nope
routes/(app)/posts/[[group]]/create/+page.svelte,houdinified
routes/(app)/posts/[id]/+page.svelte,houdinified
routes/(app)/posts/[id]/edit/+page.svelte,houdinified
routes/(app)/quick-signups/create/+page.svelte,nope
routes/(app)/quick-signups/manage/+page.svelte,nope
routes/(app)/quick-signups/qr/+layout@.svelte,ok
routes/(app)/quick-signups/qr/[code]/+page.svelte,ok
routes/(app)/reports/+page.svelte,nope
routes/(app)/reports/[number]/+page.svelte,nope
routes/(app)/search/[[q]]/+page.svelte,ok
routes/(app)/services/+page.svelte,houdinified
routes/(app)/services/[id]/edit/+page.svelte,ok
routes/(app)/services/create/+page.svelte,ok
routes/(app)/services/submit/+page.svelte,ok
routes/(app)/set-password/+page.svelte,ok
routes/(app)/signups/+page.svelte,nope
routes/(app)/signups/edit/[email]/+page.svelte,nope
routes/(app)/student-associations/[uid]/[...page]/+page.svelte,houdinified
routes/(app)/student-associations/[uid]/edit/pages/+page.svelte,houdinified
routes/(app)/student-associations/[uid]/edit/pages/[...page]/+page.svelte,houdinified
routes/(app)/users/[uid]/edit/+page.svelte,nope
routes/(app)/validate-email/[token]/+page.svelte,houdinified
routes/(app)/welcome/+page.svelte,nope
routes/(external)/+layout.svelte,ok
routes/(external)/connect/google/callback/+page.svelte,ok
routes/(external)/kiosk/+page.svelte,ok
routes/+error.svelte,ok
routes/+layout.svelte,houdinified
routes/_component/[...componentName]/+page.svelte,ok
routes/signup/+layout.svelte,houdinified
routes/signup/+page.svelte,houdinified
routes/signup/[qrcode]/+page.svelte,houdinified
routes/signup/finish/[token]/+page.svelte,houdinified
routes/signup/FormSignup.svelte,houdinified
